"site","site_id","duration","station","n","mean","Lcv","Lskew","Lkurt"
"WISHON MAIN","CA00411","24h","USC00044527",33,39.235,0.2734,0.1762,0.1223
"WISHON MAIN","CA00411","24h","USC00267463",46,24.88,0.2937,0.3957,0.2309
"WISHON MAIN","CA00411","24h","USC00049754",28,48.82,0.2835,0.2988,0.3523
"WISHON MAIN","CA00411","24h","USS0019L08S",46,86.172,0.2464,0.0897,0.0359
"WISHON MAIN","CA00411","72h","USC00043551",73,189.716,0.2673,0.2229,0.1917
"WISHON MAIN","CA00411","72h","USC00040755",49,135.142,0.2515,0.2804,0.1972
"WISHON MAIN","CA00411","72h","USC00044176",71,139.143,0.2412,0.2341,0.1722
"WISHON MAIN","CA00411","72h","USC00040820",32,81.508,0.2895,0.1719,0.0698
"WISHON MAIN","CA00411","72h","USC00045496",27,123.489,0.293,0.3389,0.1653
"WISHON MAIN","CA00411","72h","USC00040819",42,66.03,0.3303,0.2858,0.2544
"WISHON MAIN","CA00411","72h","USC00045026",49,198.386,0.267,0.2278,0.1998
"WISHON MAIN","CA00411","72h","USC00043397",44,211.056,0.2888,0.2746,0.2367
"WISHON MAIN","CA00411","72h","USC00046252",67,139.175,0.2374,0.2474,0.2052
"WISHON MAIN","CA00411","72h","USC00041878",25,101.986,0.2232,0.218,0.1144
"WISHON MAIN","CA00411","72h","USC00048380",65,185.948,0.2656,0.2188,0.1749
"WISHON MAIN","CA00411","72h","USC00048463",38,162.241,0.311,0.3574,0.2237
"WISHON MAIN","CA00411","72h","USC00048455",20,135.131,0.3228,0.4072,0.3555
"WISHON MAIN","CA00411","72h","USC00049855",83,144.308,0.2384,0.2929,0.2531
"WISHON MAIN","CA00411","72h","USC00045346",65,129.086,0.2231,0.2779,0.2408
"WISHON MAIN","CA00411","72h","USC00044881",36,72.469,0.2894,0.2338,0.1747
"WISHON MAIN","CA00411","72h","USC00262431",74,31.826,0.2708,0.2154,0.1618
"WISHON MAIN","CA00411","72h","USC00044389",20,120.041,0.3369,0.3358,0.2247
"WISHON MAIN","CA00411","72h","USC00045400",49,119.728,0.1956,0.2624,0.1667
"WISHON MAIN","CA00411","72h","USC00041300",23,112.355,0.3005,0.3181,0.1057
"WISHON MAIN","CA00411","72h","USC00043939",102,127.537,0.2215,0.2379,0.1924
"WISHON MAIN","CA00411","72h","USC00042539",62,146.187,0.2399,0.1997,0.2309
"WISHON MAIN","CA00411","72h","USC00044679",41,163.863,0.2334,0.2513,0.2018
"WISHON MAIN","CA00411","72h","USC00040943",53,51.242,0.2435,0.1647,0.1373
"WISHON MAIN","CA00411","72h","USC00043672",48,145.129,0.2412,0.22,0.2288
"WISHON MAIN","CA00411","72h","USC00041697",62,188.899,0.2378,0.287,0.236
"WISHON MAIN","CA00411","72h","USC00047096",27,128.632,0.2401,0.335,0.2444
"WISHON MAIN","CA00411","72h","USC00041072",65,48.142,0.2764,0.2387,0.1718
"WISHON MAIN","CA00411","72h","USC00044523",58,64.149,0.2771,0.2688,0.1742
"WISHON MAIN","CA00411","72h","USC00043463",64,75.951,0.2094,0.2192,0.2053
"WISHON MAIN","CA00411","72h","USC00043468",30,81.016,0.2378,0.2367,0.1565
"WISHON MAIN","CA00411","72h","USC00041075",28,55.984,0.3486,0.3678,0.2538
"WISHON MAIN","CA00411","72h","USC00044527",33,55.464,0.2689,0.1985,0.12
"WISHON MAIN","CA00411","72h","USC00267463",46,31.059,0.2909,0.2737,0.1841
"WISHON MAIN","CA00411","72h","USC00049754",28,70.875,0.3255,0.2848,0.234
"WISHON MAIN","CA00411","72h","USS0019L08S",46,130.859,0.2868,0.2143,0.1681
"WISHON MAIN","CA00411","72h","USC00044204",47,78.129,0.2165,0.1255,0.1453
"LAKE FRANCES EAST DAM","MT01125","24h","USC00248501",101,41.084,0.2243,0.2243,0.1535
"LAKE FRANCES EAST DAM","MT01125","24h","USC00246426",49,42.437,0.2197,0.2043,0.1884
"LAKE FRANCES EAST DAM","MT01125","24h","USC00241974",97,39.906,0.2141,0.1491,0.1526
"LAKE FRANCES EAST DAM","MT01125","24h","USC00242820",49,37.498,0.2411,0.2491,0.1643
"LAKE FRANCES EAST DAM","MT01125","24h","USC00241342",37,38.072,0.2419,0.3816,0.2597
"LAKE FRANCES EAST DAM","MT01125","24h","USC00247500",36,35.818,0.196,0.2586,0.1158
"LAKE FRANCES EAST DAM","MT01125","24h","USW00024137",116,36.37,0.2633,0.1346,0.0943
"LAKE FRANCES EAST DAM","MT01125","24h","USC00247501",31,35.795,0.2762,0.205,0.0707
"LAKE FRANCES EAST DAM","MT01125","24h","USS0012A02S",43,60.668,0.2373,0.2115,0.1987
"LAKE FRANCES EAST DAM","MT01125","24h","USC00243346",77,40.16,0.2189,0.2013,0.1315
"LAKE FRANCES EAST DAM","MT01125","24h","USC00241737",109,37.01,0.219,0.2111,0.1236
"LAKE FRANCES EAST DAM","MT01125","24h","USS0012B13S",48,47.18,0.2134,0.2265,0.1907
"LAKE FRANCES EAST DAM","MT01125","24h","USS0013A15S",45,59.699,0.1856,0.1556,0.2041
"LAKE FRANCES EAST DAM","MT01125","24h","USC00241202",79,43.461,0.2726,0.3101,0.2037
"LAKE FRANCES EAST DAM","MT01125","24h","USC00241081",40,35.567,0.1676,0.0606,0.0699
"LAKE FRANCES EAST DAM","MT01125","24h","USC00241080",61,36.629,0.2199,0.2014,0.1463
"LAKE FRANCES EAST DAM","MT01125","24h","USC00242550",90,32.161,0.2131,0.1477,0.1306
"LAKE FRANCES EAST DAM","MT01125","24h","USC00242857",90,37.965,0.2004,0.2397,0.1283
"LAKE FRANCES EAST DAM","MT01125","24h","USC00245211",22,33.91,0.1683,0.2126,0.2043
"LAKE FRANCES EAST DAM","MT01125","24h","USC00242629",39,51.815,0.2867,0.4646,0.3417
"LAKE FRANCES EAST DAM","MT01125","24h","USC00247996",60,38.663,0.2213,0.2796,0.2701
"LAKE FRANCES EAST DAM","MT01125","24h","USC00247362",25,40.043,0.2655,0.2118,0.1512
"LAKE FRANCES EAST DAM","MT01125","24h","USC00246700",61,35.667,0.2317,0.2335,0.179
"LAKE FRANCES EAST DAM","MT01125","24h","USC00248233",56,35.084,0.2329,0.2701,0.2559
"LAKE FRANCES EAST DAM","MT01125","24h","USS0013A26S",46,52.968,0.1981,0.1384,0.0955
"LAKE FRANCES EAST DAM","MT01125","24h","USC00248093",45,46.476,0.2451,0.1866,0.1121
"LAKE FRANCES EAST DAM","MT01125","24h","USC00243489",91,50.305,0.271,0.3464,0.2499
"LAKE FRANCES EAST DAM","MT01125","24h","USC00240364",97,41.387,0.2138,0.1876,0.1686
"LAKE FRANCES EAST DAM","MT01125","24h","USC00247618",28,37.669,0.2055,-0.0146,0.1043
"LAKE FRANCES EAST DAM","MT01125","24h","USC00241525",37,39.025,0.2075,-0.0265,0.1141
"LAKE FRANCES EAST DAM","MT01125","24h","USC00242301",48,47.088,0.244,0.2848,0.1574
"LAKE FRANCES EAST DAM","MT01125","24h","USC00248021",71,38.005,0.2362,0.2503,0.1435
"LAKE FRANCES EAST DAM","MT01125","24h","USC00241692",81,32.884,0.2075,0.2295,0.25
"LAKE FRANCES EAST DAM","MT01125","24h","CA003044533",21,37.93,0.2739,0.1539,0.2725
"LAKE FRANCES EAST DAM","MT01125","24h","USC00243617",104,40.235,0.2378,0.1173,0.0766
"LAKE FRANCES EAST DAM","MT01125","24h","USS0012B17S",48,48.508,0.2419,0.2074,0.1791
"LAKE FRANCES EAST DAM","MT01125","24h","USC00247292",24,57.14,0.2138,0.1845,0.2982
"LAKE FRANCES EAST DAM","MT01125","24h","USW00004130",23,44.905,0.217,0.1857,0.3159
"LAKE FRANCES EAST DAM","MT01125","24h","USW00024143",89,37.779,0.2109,0.1888,0.1231
"LAKE FRANCES EAST DAM","MT01125","24h","USC00243753",26,37.207,0.1957,0.3039,0.2679
"LAKE FRANCES EAST DAM","MT01125","24h","CA003040049",22,41.836,0.2257,0.3171,0.1637
"LAKE FRANCES EAST DAM","MT01125","24h","USC00243749",60,40.998,0.2568,0.2126,0.1136
"LAKE FRANCES EAST DAM","MT01125","24h","USC00244512",79,34.983,0.248,0.2888,0.2325
"LAKE FRANCES EAST DAM","MT01125","24h","CA003044534",20,37.132,0.1983,0.0209,0.1089
"LAKE FRANCES EAST DAM","MT01125","24h","USW00024112",31,42.506,0.2367,0.172,0.1177
"LAKE FRANCES EAST DAM","MT01125","24h","USC00240392",82,49.867,0.2367,0.2043,0.1324
"LAKE FRANCES EAST DAM","MT01125","72h","USC00248501",101,55.09,0.2497,0.2215,0.1474
"LAKE FRANCES EAST DAM","MT01125","72h","USC00246426",49,55.149,0.2367,0.1676,0.1983
"LAKE FRANCES EAST DAM","MT01125","72h","USC00241974",97,50.531,0.2155,0.1106,0.1179
"LAKE FRANCES EAST DAM","MT01125","72h","USC00242820",49,49.869,0.2684,0.303,0.1789
"LAKE FRANCES EAST DAM","MT01125","72h","USC00241342",37,47.686,0.2377,0.3405,0.2177
"LAKE FRANCES EAST DAM","MT01125","72h","USC00247500",36,48.522,0.2369,0.3261,0.1625
"LAKE FRANCES EAST DAM","MT01125","72h","USC00247501",31,44.077,0.2626,0.1424,0.1067
"LAKE FRANCES EAST DAM","MT01125","72h","USS0012A02S",43,84.987,0.2581,0.2506,0.1897
"LAKE FRANCES EAST DAM","MT01125","72h","USC00243346",77,52.139,0.2326,0.1804,0.1505
"LAKE FRANCES EAST DAM","MT01125","72h","USC00241737",109,48.418,0.2275,0.234,0.1716
"LAKE FRANCES EAST DAM","MT01125","72h","USS0012B13S",48,67.36,0.2033,0.3028,0.2563
"LAKE FRANCES EAST DAM","MT01125","72h","USS0013A15S",45,88.138,0.1809,0.3099,0.3164
"LAKE FRANCES EAST DAM","MT01125","72h","USC00241202",79,56.504,0.2681,0.2617,0.2084
"LAKE FRANCES EAST DAM","MT01125","72h","USC00241081",40,46.664,0.1889,0.1959,0.2138
"LAKE FRANCES EAST DAM","MT01125","72h","USC00241080",61,45.619,0.2092,0.1618,0.1171
"LAKE FRANCES EAST DAM","MT01125","72h","USC00242550",90,40.418,0.2088,0.1807,0.134
"LAKE FRANCES EAST DAM","MT01125","72h","USC00242857",90,51.422,0.2316,0.2317,0.1092
"LAKE FRANCES EAST DAM","MT01125","72h","USC00245211",22,41.518,0.1716,0.1729,0.0921
"LAKE FRANCES EAST DAM","MT01125","72h","USC00242629",39,73.896,0.3078,0.443,0.3021
"LAKE FRANCES EAST DAM","MT01125","72h","USC00247996",60,50.944,0.2251,0.2141,0.1728
"LAKE FRANCES EAST DAM","MT01125","72h","USC00247362",25,48.122,0.2682,0.187,0.1093
"LAKE FRANCES EAST DAM","MT01125","72h","USC00246700",61,47.015,0.2219,0.1759,0.177
"LAKE FRANCES EAST DAM","MT01125","72h","USC00248233",56,43.129,0.2515,0.2821,0.1917
"LAKE FRANCES EAST DAM","MT01125","72h","USS0013A26S",46,80.922,0.1942,0.2768,0.2596
"LAKE FRANCES EAST DAM","MT01125","72h","USC00248093",45,61.093,0.2898,0.2636,0.1817
"LAKE FRANCES EAST DAM","MT01125","72h","USC00243489",91,66.651,0.2678,0.2835,0.2605
"LAKE FRANCES EAST DAM","MT01125","72h","USC00247978",40,71.026,0.2066,0.3613,0.3635
"LAKE FRANCES EAST DAM","MT01125","72h","USC00240364",97,55.648,0.2332,0.1778,0.1558
"LAKE FRANCES EAST DAM","MT01125","72h","USC00247618",28,48.454,0.1868,0.08,0.1689
"LAKE FRANCES EAST DAM","MT01125","72h","USC00241525",37,49.112,0.2174,0.089,0.2043
"LAKE FRANCES EAST DAM","MT01125","72h","USC00242301",48,60.635,0.2295,0.2075,0.085
"LAKE FRANCES EAST DAM","MT01125","72h","USC00248021",71,49.455,0.2351,0.2157,0.1565
"LAKE FRANCES EAST DAM","MT01125","72h","USC00241692",81,42.025,0.2181,0.2235,0.1591
"LAKE FRANCES EAST DAM","MT01125","72h","USC00243617",104,50.745,0.2414,0.1749,0.1232
"LAKE FRANCES EAST DAM","MT01125","72h","CA003047365",21,54.261,0.3174,0.1997,0.1841
"LAKE FRANCES EAST DAM","MT01125","72h","USS0012B17S",48,67.641,0.2525,0.3191,0.2468
"LAKE FRANCES EAST DAM","MT01125","72h","USC00247292",24,76.173,0.2501,0.2516,0.0837
"LAKE FRANCES EAST DAM","MT01125","72h","USW00004130",23,60.394,0.1994,0.1324,0.2299
"LAKE FRANCES EAST DAM","MT01125","72h","USW00024143",89,50.307,0.2054,0.2291,0.1989
"LAKE FRANCES EAST DAM","MT01125","72h","USC00243753",26,50.343,0.1988,0.2773,0.1813
"LAKE FRANCES EAST DAM","MT01125","72h","CA003040049",22,56.397,0.2226,0.1936,0.098
"LAKE FRANCES EAST DAM","MT01125","72h","USC00243749",60,54.878,0.2452,0.2147,0.1801
"LAKE FRANCES EAST DAM","MT01125","72h","USC00244512",79,44.268,0.2406,0.2101,0.1557
"LAKE FRANCES EAST DAM","MT01125","72h","CA003044534",20,49.255,0.214,0.1058,0.0939
"LAKE FRANCES EAST DAM","MT01125","72h","USW00024112",31,53.121,0.2127,0.1001,0.1738
"LAKE FRANCES EAST DAM","MT01125","72h","USC00240392",82,66.876,0.252,0.2513,0.1095
"LIMA","MT00905","24h","USC00245030",84,25.256,0.2156,0.1259,0.1902
"LIMA","MT00905","24h","USS0012E07S",48,33.905,0.2077,0.2364,0.1512
"LIMA","MT00905","24h","USS0011E37S",45,47.139,0.1892,0.0635,0.2272
"LIMA","MT00905","24h","USS0011E03S",48,42.69,0.2185,0.0925,0.1338
"LIMA","MT00905","24h","USC00244820",61,37.798,0.2019,0.2181,0.1765
"LIMA","MT00905","24h","USC00102707",96,27.955,0.1762,0.207,0.1907
"LIMA","MT00905","24h","USS0011E39S",38,26.739,0.1892,0.0804,0.1209
"LIMA","MT00905","24h","USC00240110",53,30.565,0.1836,0.0837,0.2077
"LIMA","MT00905","24h","USS0011E24S",48,32.763,0.2254,0.2068,0.2527
"LIMA","MT00905","24h","USC00243707",69,25.179,0.1803,0.1386,0.1468
"LIMA","MT00905","24h","USC00242409",126,31.81,0.1831,0.1337,0.1118
"LIMA","MT00905","24h","USW00024138",79,24.665,0.1839,0.1322,0.2248
"LIMA","MT00905","24h","USC00103964",74,23.467,0.197,0.1396,0.1728
"LIMA","MT00905","24h","USS0011E10S",44,34.116,0.1477,0.2227,0.1827
"LIMA","MT00905","24h","USC00104598",63,38.84,0.1452,0.2234,0.2406
"LIMA","MT00905","24h","USC00244038",95,33.854,0.1636,0.1696,0.1321
"LIMA","MT00905","24h","USS0011E38S",40,36.166,0.1493,0.1161,0.1446
"LIMA","MT00905","24h","USS0013E06S",45,33.167,0.1631,0.1522,0.1248
"LIMA","MT00905","24h","USC00240236",27,25.312,0.2276,0.2114,0.2547
"LIMA","MT00905","24h","USC00242793",96,30.006,0.1908,0.2511,0.1768
"LIMA","MT00905","24h","USS0013E23S",47,33.097,0.1729,0.199,0.2284
"LIMA","MT00905","24h","USC00108022",71,28.982,0.1756,0.172,0.1739
"LIMA","MT00905","24h","USS0012D11S",46,33.942,0.1544,0.1654,0.1192
"LIMA","MT00905","24h","USS0011E30S",47,40.182,0.1784,0.2188,0.1995
"LIMA","MT00905","24h","USC00100470",104,32.756,0.2015,0.2583,0.2063
"LIMA","MT00905","24h","USC00248430",73,25.733,0.1824,0.1332,0.1107
"LIMA","MT00905","24h","USS0011E31S",38,46.149,0.1412,0.2066,0.1414
"LIMA","MT00905","24h","USC00108818",74,26.647,0.1997,0.27,0.1674
"LIMA","MT00905","24h","USC00243570",45,24.338,0.1622,0.1716,0.1361
"LIMA","MT00905","24h","USC00248857",63,31.816,0.1641,0.0845,0.1329
"LIMA","MT00905","24h","USS0011E07S",28,31.374,0.1696,0.2275,0.1513
"LIMA","MT00905","24h","USS0011D11S",46,43.053,0.1548,0.1227,0.1916
"LIMA","MT00905","24h","USW00094194",25,23.92,0.2281,0.133,0.2465
"LIMA","MT00905","24h","USC00107644",32,27.494,0.1832,0.1758,0.1282
"LIMA","MT00905","24h","USS0013D10S",47,30.173,0.1518,0.1386,0.2016
"LIMA","MT00905","24h","USC00246157",120,41.653,0.1874,0.2383,0.1784
"LIMA","MT00905","24h","USC00104384",77,27.562,0.2171,0.1945,0.1795
"LIMA","MT00905","24h","USS0011D28S",30,52.24,0.2082,0.1581,0.2043
"LIMA","MT00905","24h","USS0013E27S",45,43.186,0.2055,0.2754,0.2006
"LIMA","MT00905","24h","USC00244447",46,26.051,0.2131,0.2048,0.2482
"LIMA","MT00905","72h","USC00245811",39,40.117,0.2087,0.0787,0.0653
"LIMA","MT00905","72h","USC00245030",84,32.251,0.2032,0.0289,0.1514
"LIMA","MT00905","72h","USS0012E07S",48,46.861,0.1868,0.1026,0.1557
"LIMA","MT00905","72h","USC00108604",35,45.494,0.1963,0.2928,0.1864
"LIMA","MT00905","72h","USS0011E37S",45,61.095,0.1528,-0.0428,0.1916
"LIMA","MT00905","72h","USS0011E03S",48,59.013,0.1886,0.0793,0.1522
"LIMA","MT00905","72h","USC00244820",61,51.62,0.1828,0.0869,0.1586
"LIMA","MT00905","72h","USC00102707",96,35.576,0.1669,0.2058,0.2358
"LIMA","MT00905","72h","USS0011E39S",38,37.113,0.1887,0.2015,0.287
"LIMA","MT00905","72h","USC00240110",53,38.876,0.1771,0.0307,0.1386
"LIMA","MT00905","72h","USS0011E24S",48,45.67,0.1806,0.1219,0.202
"LIMA","MT00905","72h","USC00243707",69,32.449,0.1745,0.1656,0.21
"LIMA","MT00905","72h","USC00242409",126,41.237,0.1791,0.2124,0.1292
"LIMA","MT00905","72h","USW00024138",79,32.343,0.186,0.0808,0.1515
"LIMA","MT00905","72h","USC00103964",74,27.689,0.1768,0.1659,0.1992
"LIMA","MT00905","72h","USS0011E36S",44,90.368,0.146,0.2094,0.2012
"LIMA","MT00905","72h","USC00104598",63,58.437,0.1562,0.2972,0.2531
"LIMA","MT00905","72h","USC00244038",95,47.591,0.1574,0.0879,0.092
"LIMA","MT00905","72h","USS0011E38S",40,54.948,0.1362,0.0277,0.1
"LIMA","MT00905","72h","USS0013E06S",45,45.865,0.1545,0.1905,0.1411
"LIMA","MT00905","72h","USC00240236",27,33.815,0.1947,0.0824,0.0739
"LIMA","MT00905","72h","USC00242793",96,37.142,0.172,0.1252,0.1312
"LIMA","MT00905","72h","USS0013E23S",47,47.709,0.1582,0.1806,0.3005
"LIMA","MT00905","72h","USC00108022",71,38.355,0.1638,0.159,0.1507
"LIMA","MT00905","72h","USS0012D11S",46,48.406,0.1333,0.0446,0.1819
"LIMA","MT00905","72h","USC00100470",104,43.794,0.1803,0.1981,0.1717
"LIMA","MT00905","72h","USC00248430",73,32.35,0.1645,0.1206,0.1434
"LIMA","MT00905","72h","USS0011E31S",38,69.951,0.1522,0.3237,0.2339
"LIMA","MT00905","72h","USC00108818",74,33.446,0.199,0.1733,0.1177
"LIMA","MT00905","72h","USC00243570",45,31.834,0.1543,0.1703,0.1365
"LIMA","MT00905","72h","USC00248857",63,43.849,0.1624,0.166,0.0998
"LIMA","MT00905","72h","USS0011E07S",28,44.018,0.1353,0.1971,0.1943
"LIMA","MT00905","72h","USW00094194",25,30.282,0.2137,0.0051,0.1816
"LIMA","MT00905","72h","USC00107644",32,35.165,0.1719,0.0438,0.0722
"LIMA","MT00905","72h","USS0013D10S",47,43.915,0.1381,0.0681,0.1445
"LIMA","MT00905","72h","USC00246157",120,53.926,0.1827,0.1928,0.1568
"LIMA","MT00905","72h","USS0011D28S",30,75.698,0.1873,0.214,0.1858
"LIMA","MT00905","72h","USS0013E27S",45,62.134,0.2289,0.2263,0.2066
"LIMA","MT00905","72h","USC00244447",46,34.319,0.2048,0.2002,0.1981
"CALAVERAS","CA00126","24h","USC00045933",74,57.546,0.2281,0.2889,0.2879
"CALAVERAS","CA00126","24h","USC00040850",41,92.087,0.1859,0.1494,0.1714
"CALAVERAS","CA00126","24h","USC00048273",29,98.037,0.1959,-0.0483,0.0953
"CALAVERAS","CA00126","24h","USC00045125",22,144.435,0.2389,0.1533,0.1169
"CALAVERAS","CA00126","24h","USC00045915",73,69.667,0.2502,0.2194,0.125
"CALAVERAS","CA00126","24h","USC00043925",36,53.772,0.1736,0.1414,0.1208
"CALAVERAS","CA00126","24h","USC00043669",27,87.516,0.2218,0.0803,0.2554
"CALAVERAS","CA00126","24h","USC00049583",21,81.995,0.2011,0.1784,0.2703
"CALAVERAS","CA00126","24h","USC00049582",67,90.786,0.1897,0.1568,0.1344
"CALAVERAS","CA00126","24h","USC00043038",76,81.045,0.1934,0.2516,0.1753
"CALAVERAS","CA00126","24h","USC00042539",62,91.689,0.1856,0.173,0.2458
"CALAVERAS","CA00126","24h","USC00043672",48,93.265,0.1863,0.1741,0.1389
"CALAVERAS","CA00126","24h","USC00048928",80,103.113,0.1912,0.2306,0.1064
"CALAVERAS","CA00126","24h","USC00044204",47,55.219,0.1728,0.0572,0.1056
"CALAVERAS","CA00126","24h","USC00041277",85,118.413,0.1852,0.2095,0.1331
"CALAVERAS","CA00126","24h","USC00045346",65,82.09,0.1969,0.3075,0.2235
"CALAVERAS","CA00126","24h","USC00046962",33,80.066,0.1725,0.2014,0.1283
"CALAVERAS","CA00126","24h","USC00044010",29,164.006,0.179,0.3273,0.2382
"CALAVERAS","CA00126","24h","USC00044484",44,79.318,0.1743,0.1873,0.1269
"CALAVERAS","CA00126","24h","USC00045909",26,87.575,0.2163,0.0967,0.0944
"CALAVERAS","CA00126","72h","USC00045933",74,86.925,0.2187,0.2012,0.1939
"CALAVERAS","CA00126","72h","USC00040850",41,145.624,0.2279,0.2182,0.0961
"CALAVERAS","CA00126","72h","USC00048273",29,152.131,0.1844,0.0232,0.2218
"CALAVERAS","CA00126","72h","USC00045125",22,230.266,0.2434,0.2469,0.2409
"CALAVERAS","CA00126","72h","USC00045915",73,102.472,0.2576,0.2588,0.1624
"CALAVERAS","CA00126","72h","USC00043925",36,78.188,0.1931,0.1423,0.2109
"CALAVERAS","CA00126","72h","USC00049583",21,143.401,0.2495,0.2108,0.1397
"CALAVERAS","CA00126","72h","USC00043038",76,126.984,0.2135,0.1503,0.155
"CALAVERAS","CA00126","72h","USC00042539",62,146.187,0.2399,0.1997,0.2309
"CALAVERAS","CA00126","72h","USC00043672",48,145.129,0.2412,0.22,0.2288
"CALAVERAS","CA00126","72h","USC00048928",80,164.295,0.2366,0.2888,0.1555
"CALAVERAS","CA00126","72h","USC00044204",47,78.129,0.2165,0.1255,0.1453
"CALAVERAS","CA00126","72h","USC00041277",85,199.845,0.221,0.28,0.2002
"CALAVERAS","CA00126","72h","USC00045346",65,129.086,0.2231,0.2779,0.2408
"CALAVERAS","CA00126","72h","USC00046962",33,113.603,0.2162,0.2855,0.1659
"CALAVERAS","CA00126","72h","USC00044010",29,265.456,0.2085,0.2487,0.1467
"CALAVERAS","CA00126","72h","USC00044484",44,113.955,0.1537,-0.0227,0.2362
"CALAVERAS","CA00126","72h","USC00045909",26,154.765,0.2614,0.2599,0.1041
"CROOKED CREEK DAM","PA00102","24h","USC00360736",40,67.467,0.1909,0.171,0.1095
"CROOKED CREEK DAM","PA00102","24h","USC00364836",22,64.333,0.1877,0.3388,0.3048
"CROOKED CREEK DAM","PA00102","24h","USC00364839",29,70.906,0.1299,0.2731,0.2397
"CROOKED CREEK DAM","PA00102","24h","USC00361255",47,60.982,0.1717,0.1651,0.1539
"CROOKED CREEK DAM","PA00102","24h","USC00362466",41,61.819,0.1659,0.255,0.1663
"CROOKED CREEK DAM","PA00102","24h","USW00004726",26,60.929,0.1939,0.0575,0.0555
"CROOKED CREEK DAM","PA00102","24h","USC00362298",22,65.879,0.1903,0.1894,0.1529
"CROOKED CREEK DAM","PA00102","24h","USC00361895",33,66.879,0.1877,0.4192,0.3105
"CROOKED CREEK DAM","PA00102","24h","USC00368249",58,65.501,0.1741,0.2349,0.134
"CROOKED CREEK DAM","PA00102","24h","USC00368244",76,59.868,0.1641,0.1977,0.1686
"CROOKED CREEK DAM","PA00102","24h","USC00361073",20,64.393,0.2298,0.3071,0.2818
"CROOKED CREEK DAM","PA00102","24h","USC00361350",34,64.134,0.1442,0.2793,0.2298
"CROOKED CREEK DAM","PA00102","24h","USC00365684",22,68.925,0.197,0.3841,0.3747
"CROOKED CREEK DAM","PA00102","24h","USC00365686",57,63.123,0.1966,0.2165,0.1112
"CROOKED CREEK DAM","PA00102","24h","USC00368395",32,66.423,0.1674,0.2547,0.377
"CROOKED CREEK DAM","PA00102","24h","USC00183402",24,61.472,0.1323,0.2296,0.2432
"CROOKED CREEK DAM","PA00102","24h","USC00183795",39,59.276,0.1805,0.2669,0.2268
"CROOKED CREEK DAM","PA00102","24h","USC00180881",24,57.559,0.2112,0.2618,0.3654
"CROOKED CREEK DAM","PA00102","24h","USC00185832",24,61.891,0.1716,0.2231,0.0379
"CROOKED CREEK DAM","PA00102","24h","USC00183415",55,70.58,0.2054,0.3149,0.2014
"CROOKED CREEK DAM","PA00102","24h","USC00183410",68,72.104,0.1923,0.1602,0.0924
"CROOKED CREEK DAM","PA00102","24h","USC00188315",37,65.235,0.2465,0.2747,0.0591
